"Ovr","Name","Team","W1","W2","W3","W4","W5","W6","W7","W8","W9","W10","W11","W12","W13","W14","W15","W16","W17","W18"
"205.9","Allen Robinson II","CHI","13.7","6.1","9","11.2","25.2","","19.7","8.7","1.1","11.6","3.5","22.1","18.6","19.3","16","8.3","11.8",""
"165.5","Odell Beckham Jr.","CLV","10.6","25.1","8.6","3","5.2","13.1","","7.7","10.7","8.2","8","17.4","4.4","4.9","10.6","12.4","15.6",""
"3.7","Da'Mari Scott","NYG","","","","","","","","","","","","","1.6","0","0","2.1","0",""
"35.5","KeeSean Johnson","ARZ","7.1","3.6","2.8","2.9","4","2.4","1.1","","9.2","0","2.4","","","","","","",""
"43","Pharoh Cooper","ARZ","0","","","","4.3","3.3","4.9","0","2.5","3.9","11","","4.6","1","2.2","2.4","2.9",""
"14.5","Braxton Berrios","NYJ","","","3.9","","","0","0.6","","","0","0","7.4","1","0","0","0","1.6",""
"1.7","Jeff Smith","NYJ","","","","","","","","","","","","","","","1.7","","",""
"144.7","Curtis Samuel","CAR","4.7","11.8","13.8","4.8","5.9","21.8","","6.6","14.9","11.5","4.5","5.4","14.5","5.2","13.9","3.1","2.3",""
"109.5","Will Fuller V","HST","7.9","6","7.6","3.8","46.7","6.9","1.1","","","","","17.5","1.3","","8.6","2.1","",""
"104.5","Mecole Hardman","KC","0","14.1","17.4","1.9","9.3","6.5","9.8","12.5","0.7","12.8","2.3","","0.9","11.3","1.5","0","3.5",""
"3.1","Fred Brown","DEN","","","","0","0","1","0","2.1","0","","0","","0","","0","0","0",""
"86.3","Phillip Dorsett","NE","23.5","5.4","15.5","2.9","0","","12.1","5.8","2.3","","10.8","","2.5","0","0","0","5.5",""
"12.7","Damion Willis","CIN","4.5","1.1","","1.3","5.8","0","0","","","","0","0","0","","","","",""
"48.2","Marcus Johnson","IND","","","","","","","","","","1.4","11.8","0","7.5","18","4.7","0.7","4.1",""
"68","Adam Humphries","TEN","1","1","12.3","2.5","5","7.7","6","3.9","8.5","8.8","","3.5","7.8","","","","",""
"57.9","Damiere Byrd","ARZ","6.2","7.5","1.9","","","7","0.9","2.8","","","","","0","1.5","11.6","1.6","16.9",""
"2.4","Mike Thomas","LA","","","","","","","0","0","","0","1.4","","0","","","","",""
"33.6","Javon Wims","CHI","0","0","1.3","7.6","0","","7.1","0","0","0","1.6","0","8.1","0","0","4.1","3.8",""
"62.4","Tre'Quan Smith","NO","9.6","6.4","","","0","","","","","1.8","0","7.8","2.4","9.9","8.6","1.8","14.1",""
"76.3","Russell Gage","ATL","1.7","0","0","0","1.7","1.1","1.8","9.3","","4.3","4.2","11.6","13.7","2.7","5.8","8.1","10.3",""
"4.4","Gunner Olszewski","NE","0","","0","","0","4.4","0","","","","","","","","","","",""
"131","Chris Conley","JAX","18.7","9.3","4","2.2","3.1","0","9.8","18.3","4.2","","8.8","6.9","7.7","1.2","18.9","12.6","5.3",""
"2.7","Robert Davis","PHI","","0","0","1.6","","","","","","","","","","","0","1.1","0",""
"0.8","Cyril Grayson","TB","","","","","","","","","","","","","","","","0","0.8",""
"3.8","Donte Moncrief","CAR","2.2","0","","0","","1.6","","0","","","0","0","0","","","","",""
"99.4","Adam Thielen","MIN","11.8","10","19.1","1.6","28.5","14.7","9","","0","","","","","","4.5","0.2","",""
"51.5","Kelvin Harmon","WAS","4.1","0","0","2.4","0.9","1.3","0","1.7","1.1","","7.8","5.8","6.6","3.5","3.2","8.3","4.8",""
"8.5","Deonte Harty","NO","0","-0.2","","1","","0","0","2.7","","0","","","","2.6","0.6","0.5","1.3",""
"80.8","Kendrick Bourne","SF","1.4","0.9","2.7","","3.4","1.6","8.4","1.7","7.2","12.2","11.1","3.7","5.7","15.3","1.6","3.9","0",""
"223.5","Cooper Kupp","LA","8.1","15.1","27.6","22.4","22.2","3.7","8","31.5","","0","6.8","6.5","15.5","12.5","13.1","11.1","19.4",""
"160.6","Deebo Samuel","SF","3.2","17.8","5.9","","0.8","3.4","","12.3","6","15.2","17.4","12","13.1","13.4","4.2","13.9","22",""
"34.1","Scotty Miller","TB","","","0","0","1.8","5.4","","0","0","4.3","9.1","1.1","","","12.4","","",""
"18.8","Keelan Doss","OAK","","0","0","1.9","2.1","","6.9","","","","","","1.6","4.1","2.2","","",""
"29.8","Tim Patrick","DEN","0","","","","","","","","","","9.7","0.8","0","6","4.1","7.3","1.9",""
"36.3","Marvin Hall","DET","","","0","5.7","","6.3","5.2","11.4","0.7","0","4.4","2.6","","","","","",""
"42.2","Vyncint Smith","NYJ","","","","","7.9","1","0","3.3","2.5","0","0","2.7","3.3","4.2","5.5","4.7","7.1",""
"197.2","Mike Evans","TB","3.8","8.1","41","16.9","0","14.1","","37.3","30","10.2","8.9","7","7.3","12.6","","","",""
"210.2","DeVante Parker","MIA","9","0","7.1","15","","10.3","14","8.9","13.7","9.4","17","12.1","31.4","3.8","21.2","19.6","17.7",""
"14.6","Christian Blake","ATL","","","","","","","","0","","2.5","0.8","2.6","8.7","0","0","0","0",""
"212.3","DeAndre Hopkins","HST","27.1","6.5","9.7","6.6","12.3","10","21.1","16.4","15.4","","11.5","24.4","8.9","22.7","14.9","4.8","",""
"14.1","Antonio Brown","NE","","14.1","","","","","","","","","","","","","","","",""
"1.6","De'Anthony Thomas","BLT","","1.1","0","","0","0.4","","","","","","","","0","","","0.1",""
"8.6","Andre Patton","LAC","","","","3.2","0","","0","0","0","0","0","","1.3","0","1.3","2.8","0",""
"224.6","Julio Jones","ATL","12.1","25.1","22.8","7.3","5.7","14.8","12.3","20.2","","9.4","11.7","9.3","","9.1","31.9","21.6","11.3",""
"49.8","Isaiah McKenzie","BUF","0","11.4","2.4","0","6.2","","2.1","","2.7","2.9","4.6","1.8","4.9","4","0","2.1","4.7",""
"4.4","Ishmael Hyman","TB","","","","","","","","","","","","","","","0.8","3.6","",""
"53.1","David Moore","SEA","","","3.4","1.4","7.5","5.1","1.9","3","2.8","0","","4","13.5","2","0","4.5","4",""
"6.6","Jason Sanders","MIA","","","","","","","","","","","","","6.6","","","","",""
"0","Trenton Irwin","CIN","","","","","","","","","","","","","","","","","0",""
"103.5","Anthony Miller","CHI","0","0.7","2","2.1","7.2","","8.8","8.2","0","1.2","8.4","10.7","18.5","11.7","22.3","0.7","1",""
"0.6","Darrius Shepherd","GB","","","0","0","0","0.6","0","","","","","","","","","","",""
"0","Jalen Guyton","LAC","","","","","","","","","","","","","0","0","","0","",""
"129.4","Randall Cobb","DAL","14.9","6","3.3","5.6","6.8","","3.9","","6.5","19.6","19.5","10.6","6.8","5.3","0.2","9.8","10.6",""
"0","Tom Kennedy","DET","","","","0","","","","","","","","","","","","","",""
"32.8","Bennie Fowler","NYG","6.5","9.6","1","0.8","","","5.5","3.1","3.7","2.6","","","","","","","",""
"14.1","Marcell Ateman","OAK","","","","","0","","4.1","","3.9","0","0","0","0","0","0","0","6.1",""
"1.1","John Franklin III","TB","","","","","","","","","","","","","","","","","1.1",""
"32.4","Jakeem Grant","MIA","0.2","3.3","5.1","0.9","","","0","4.2","4.8","2.5","11.4","0","","","","","",""
"33.4","N'Keal Harry","NE","","","","","","","","","","","3.3","7.5","0","1.7","10.7","4.9","5.3",""
"96.5","Brandin Cooks","LA","4.9","15.1","16","10.1","6.1","4.7","7.9","0","","","","4.3","3.4","0","6.6","11.9","5.5",""
"171.2","Davante Adams","GB","5.6","14.1","7.6","23","","","","","7.6","15.3","","13.8","21.4","6.1","19.8","18.1","18.8",""
"100.1","Kenny Stills","HST","11.2","4.8","10.9","3.4","","","12.5","3.7","7.2","","4.7","1.1","13.6","1.8","17","8.2","",""
"39.7","Chester Rogers","IND","0","3.9","0","12.3","0","","3.4","1.2","9.7","4.1","3.4","1.7","0","","","","",""
"0","Chad Williams","IND","","","","","","","","","","","","","","0","","","",""
"300.1","Michael Thomas","NO","17.3","13.9","13.9","14","35.7","12.9","17.6","21.8","","21.7","21.4","21.1","7.8","24.9","24.8","25.6","5.7",""
"28.4","Dante Pettis","SF","1.2","0","10","","1.6","6","0","1","8.6","0","0","0","","","","","",""
"85.3","Allen Lazard","GB","","0","0","0","0","14.5","5.7","6.7","5.9","4.2","","3.3","17.8","2.9","2.4","7","14.9",""
"2.7","Ashton Dulin","IND","","","","0","0","","0","0","","0","0","","1.8","0","0.9","0","0",""
"7.1","Cedrick Wilson","DAL","","0","0","","","7.1","","","","","","","","0","","","",""
"2.1","Rashard Davis","TEN","","","","","","","","","","","","","","","","","2.1",""
"63.5","Olabisi Johnson","MIN","0","0","0","5.5","6.3","2.1","12","3.7","6.9","3.5","6.5","","0.6","7.4","3","1.1","4.9",""
"2.5","Michael Walker","JAX","","","","","","","","","","","","","1.1","","","","",""
"0","Taywan Taylor","CLV","","0","0","0","","","","","","","","","","","","","",""
"111.3","Sterling Shepard","NYG","7.2","","21.6","13.4","7.2","","","","","","","6.2","11.5","5.6","15.6","16.6","6.4",""
"45.9","Greg Ward","PHI","","","0","","","","","","","","","7","1","5.4","15.6","9.6","7.3",""
"4.1","C.J. Board","JAX","","","","","","","0","","2.8","","","","","","1.3","","0",""
"75.8","Taylor Gabriel","CHI","3.4","3","29.2","","","","1.1","7.3","8.4","11.8","9.2","2.4","","","","","",""
"4","Russell Shepard","NYG","0","2.9","1.1","","","","","","","","","","","","","","",""
"32.1","Marquise Goodwin","SF","1.2","15.2","5.1","","7.1","2.5","0","","","0","1","","","","","","",""
"0","Matthew Slater","NE","","0","0","0","","0","0","","","","0","0","","","0","0","",""
"42","Jaron Brown","SEA","0","0","4.5","6.5","4.6","16.4","7.5","0","0","","","","1.1","0","1.4","0","0",""
"10","Trent Sherfield","ARZ","0","0","0","2","2.8","4.3","0.9","0","0","0","0","","0","","0","0","",""
"16.9","Deon Cain","PIT","4.5","0","1.5","0","1.2","","0","","0","","","4","1","2.7","0","2","0",""
"3.6","Chris Moore","BLT","0","0","0","0","0","2.8","0.8","","0","","","","","","","0","0",""
"49.6","Seth Roberts","BLT","1.5","0","4.7","5.6","0","3.3","1.4","","0","0","8","5.4","1","1.3","14.1","3.3","0",""
"9.6","KhaDarel Hodge","CLV","","","","0","","","","","1.5","0","4.6","0","0","0","0","1.1","2.4",""
"4.7","Steven Mitchell Jr.","HST","","","","","","","","0","0","","","","","","","","4.7",""
"27","Kalif Raymond","TEN","","","","","","","","0","2.9","5.7","","1.4","10.5","1.6","0.7","4.2","",""
"24.1","Cordarrelle Patterson","CHI","0.6","5","2.5","1.2","0.5","","3.3","1.6","1","0","0","0","0","3.3","1.1","2.6","1.4",""
"8.1","Tevin Jones","PIT","","","","","","","","","","","3.4","1.4","3.3","0","0","","",""
"0","Josh Doctson","MIN","","","","","","","","","","","0","","","","","","",""
"7.1","DeAndrew White","CAR","","","","","","","","1.3","","0","0","","0","0","","1.7","4.1",""
"35.4","Zay Jones","OAK","2.8","1.9","4.3","1.4","0","","","3.7","3.9","1.5","4","1.5","2.4","1","1","2.9","3.1",""
"119.7","Dede Westbrook","JAX","11.7","0.8","7.5","9.1","11.7","6.8","14.7","0","","","5.2","10.9","14.5","5.5","3.1","1.5","16.7",""
"0","River Cracraft","DEN","","0","","","","","","","","","","","","","","","",""
"77.7","Alex Erickson","CIN","4.8","1.9","1.8","0","1.2","8.4","17.5","12.7","","1.3","0.5","5.3","3.1","7","1.1","8.5","2.6",""
"6.6","Christian Wilkins","MIA","","","","","","","","","","","","","0","","","6.6","",""
"11.6","J.J. Nelson","OAK","0","","11.6","","","","","","","","","","","","","","",""
"94.2","JuJu Smith-Schuster","PIT","10.8","10.9","15.6","3","17","1.2","","18.8","3.1","5.9","3.1","","","","","3.2","1.6",""
"1.1","Jaleel Scott","BLT","","","","","","","","","","","","","","","","","1.1",""
"21.7","DeAndre Carter","HST","0.4","0","0","0","","","","5.1","1.3","","0","","0","","","5.4","9.5",""
"147.3","Cole Beasley","BUF","6.5","10.3","8.8","11","3.6","","9.1","11.6","8.3","9.4","5.8","16.6","20","10.9","1.1","14.3","",""
"162.1","D.K. Metcalf","SEA","10.9","13.6","7.7","1.1","11.4","9.3","7.3","14.8","22","10","","5","10.5","10.8","10.6","0","17.1",""
"1.2","Dwayne Harris","OAK","1.2","0","","","","","","","","","","","","","","","",""
"29","Byron Pringle","KC","0","0","1.2","1.8","19.3","3.4","0","","","0","1.4","","0","1.9","0","0","0",""
"19.8","Devin Smith","DAL","0","14.9","4.9","0","","","","","","","","","","","","","",""
"0","Keith Kirkwood","NO","0","","","","","","","","","","","","","","","","",""
"10.8","Robert Foster","BUF","0","0","0","","","","","0","0","2.5","","5.1","3.2","0","","0","0",""
"104.8","Danny Amendola","DET","19.9","0","5.7","","","1.1","14.5","13.5","4.4","4.9","6.7","3.6","4.7","5.9","14.2","3.1","2.6",""
"123.4","Marquise Brown","BLT","28.7","12.6","5.9","4.2","9.7","","","","6.3","16","3.3","18.7","0.6","1.3","12.5","1.1","2.5",""
"17.5","Mack Hollins","MIA","0","7.5","8.2","1.8","0","0","0","0","0","","0","0","0","0","","0","0",""
"112.8","Zach Pascal","IND","0","0","12.3","9.2","2.5","","25.6","1.1","16.1","3.6","2.7","0","14.4","15.9","6.4","1.1","1.9",""
"0","Gehrig Dieter","KC","","","","","","","","","","","0","","0","","","","",""
"11.3","T.J. Jones","NYG","","11.3","0","0","","","","","","","","","","","","","",""
"6.7","Diontae Spencer","DEN","","0","","1.3","0.9","0","1","3.3","0.5","","0","0.5","0","0","0","0","-0.8",""
"4.5","Johnny Holton","PIT","0","0","0.9","0","0.4","0","","0","0","0","2.3","0","0","0","0.9","0","0",""
"7.5","Chris Lacy","DET","0","0","","","","","","","","","","","0","0","5.3","0","2.2",""
"159.3","Tyreek Hill","KC","3.1","","","","","22.5","14.9","11.1","23.5","27.5","0","","7.6","10","21.3","9.7","8.1",""
"44.3","Miles Boykin","BLT","7","1.6","0","10.7","0","3.8","6.5","","0","0","0","6.4","0","0","7","1.3","0",""
"33.9","Jake Kumerow","GB","0","1.7","","","1.4","2.7","12.4","5.8","0","3.3","","0","0","0","5.4","0","1.2",""
"74.5","Nelson Agholor","PHI","2.1","20.7","21","0","2.5","6.2","3.4","3.4","3.6","","6","","5.6","","","","",""
"86.5","Steven Sims","WAS","0","2.4","3.4","0","13.6","0.1","2","0","1.7","","1.6","0","4.4","6","13","22.3","16",""
"25.4","Richie James Jr.","SF","10.4","1.2","3.2","","0","0","4.5","0","0","","6.2","0","0","-0.1","0","0","0",""
"209.5","Keenan Allen","LAC","22.3","13.8","37.1","7.3","3.8","4.3","8.1","8.8","5.5","12.6","17.1","","15.8","10.8","14.4","9.1","18.7",""
"69.4","Tajae Sharpe","TEN","0","3.4","8","0","1.7","0","8.9","9.3","4.1","2.5","","0","","4.5","3.8","21.4","1.8",""
"10.7","Chris Hogan","CAR","0","1.7","1.1","1.1","","","","","","","","","","","1.8","2.6","2.4",""
"191.1","A.J. Brown","TEN","11.5","4","0.9","22.9","3.7","3.3","9.2","8.1","10.1","2.2","","21.5","6","31.1","21.4","14.8","20.4",""
"43.8","Keke Coutee","HST","","1.7","0","2.6","8.7","5.9","10.4","","","","4","","","9.3","","","1.2",""
"8","Chad Beebe","MIN","1.4","6.6","0","","","","","","","","","","","","","","",""
"0","Gary Jennings","MIA","","","","","","","","","","","0","","","","","","",""
"40.9","Tavon Austin","DAL","1.3","","","1.3","3.2","8.9","8","","0","0.7","0","0","3.2","0","12.7","1","0.6",""
"189","D.J. Moore","CAR","11.1","13.4","12.9","5.9","12.1","12.1","","6.3","13.6","16.5","13.5","28.4","16.2","10.1","16.3","0.6","",""
"6","Travis Benjamin","LAC","2.2","0","1.5","","1.8","0.5","","","","","","","","","","","",""
"50.5","Paul Richardson Jr.","WAS","5.6","9.1","18.3","2.9","2.4","0","0","4.9","6.2","","","1.1","","","","","",""
"4.7","Devin Funchess","IND","4.7","","","","","","","","","","","","","","","","",""
"162.9","Marvin Jones Jr.","DET","8","6.8","19.1","9.2","","2.7","38.3","4.2","22.6","10.2","17.9","7.1","11.5","5.3","","","",""
"4.2","Michael Crabtree","ARZ","","2.3","1.9","","","","","","","","","","","","","","",""
"163.5","Calvin Ridley","ATL","14.4","20.5","1.1","4.7","17.3","12.8","5","9","","6.2","24.3","19","13.1","16.1","","","",""
"31.1","Parris Campbell","IND","1.3","7.7","3.9","5","","","","0","10.5","","","","","2.7","","","",""
"5.6","Alexander Hollins","MIN","","","","","","","","","","","","","0","0","0","0","5.6",""
"5","Bobo Wilson","TB","0","","0","1.9","1.6","1.5","","","","","","","","","","","",""
"0","Lil'Jordan Humphrey","NO","","","0","0","","0","0","","","","","","","","","","0",""
"100.7","Alshon Jeffery","PHI","19.6","0","","11.3","8.2","18.6","4.8","8.4","5.6","","","","24.2","0","","","",""
"32.4","DeSean Jackson","PHI","31.4","0","","","","","","","1","","","","","","","","",""
"3.3","Stanley Morgan Jr.","CIN","","","","","1.1","0","","0.8","","1.4","0","0","0","0","0","0","",""
"184.9","Courtland Sutton","DEN","15.5","6","11.2","21.2","17.2","9.6","11.7","8.7","14.8","","14.8","3.2","21.4","5.9","9.9","6.6","7.2",""
"67.1","Albert Wilson","MIA","2.4","","","","","4","2.7","7","0.8","0.5","4.1","6.7","8.8","1","8.4","12.3","8.4",""
"129.7","Golden Tate","NYG","","","","","2.8","19.2","11","12.5","8.8","23.5","","10.8","","1.6","11.6","12.6","15.3",""
"79.6","Willie Snead IV","BLT","11.1","1","6.2","13.1","7.1","3.3","0.2","","2.5","2.2","2.3","14.4","1.7","8.8","2","0","3.7",""
"5.3","Geremy Davis","LAC","","0","","3.5","0","1.8","0","0","","","","","","","","","",""
"35.4","Justin Watson","TB","0","0","0","1.8","0","0","","","","0","","0","0","14.4","2.7","12.8","3.7",""
"28.6","Duke Williams","BUF","","","","","10.9","","2.8","1.1","","","","","","","","","13.8",""
"131.6","Diontae Johnson","PIT","4","2.2","13.3","16.7","5.2","2.4","","16.9","1","8.4","2.7","4.4","3.6","16.6","8.7","18.1","7.4",""
"19","Olamide Zaccheaus","ATL","","","","","","0","","0","","0","0","0","0","15.8","0","0","3.2",""
"1.4","Austin Carr","NO","","","0","0","0","0","0","1.4","","","","","","","","","",""
"62.2","Josh Gordon","SEA","14.8","2.9","11.4","6.1","8.4","1.2","","","","3.7","","1.5","1.5","4.4","6.3","","",""
"49.7","DaeSean Hamilton","DEN","1.5","2.5","0","7.2","0","3.5","1.4","0","0","","0","0","2.2","4.6","2.3","15.5","9",""
"48.9","Jakobi Meyers","NE","2.7","","4.8","0","1.1","7.4","7.2","1","0","","1.2","9.4","6.1","4","0","4","0",""
"120.1","Breshad Perriman","TB","2","0","2.4","0","","","","0","12.2","2.7","2.5","4.9","11.2","14.5","32.1","13.7","21.9",""
"0","Davion Davis","MIN","","","","","","","","0","","0","","","","","","","",""
"94.6","Mohamed Sanu","NE","8.2","3.6","10.7","13.6","12.8","4.4","0.8","3.3","19.1","","2.2","","2.9","1.8","2.3","3.9","5",""
"0","Darvin Kidsy","WAS","","","","","","","","","","","","","","0","","0","0",""
"28.4","Trevor Davis","MIA","3.3","0","","13.4","6.2","","3.6","1.9","0","","","0","0","","","","",""
"122.1","Tyrell Williams","OAK","19.5","13.1","10.4","11.1","","","","16.6","6.3","4","10.2","2.8","1.4","5","11.5","10.2","0",""
"30.9","Andy Isabella","ARZ","","","0","0.5","1.1","0","1.8","0","15.3","9.3","1.1","","0","1","0.8","0","0",""
"93.6","Corey Davis","TEN","0","5.3","5.9","17.6","3.8","5.1","17","1.9","6.8","","","3.9","2.8","4.4","7.2","5.5","6.4",""
"2.3","Cody Hollister","TEN","","","","","","","","","","","","","2.3","0","","0","",""
"13.6","Rico Gafford","OAK","","","","","","","","","","","","","","11.4","0","0","2.2",""
"0","Spencer Schnell","TB","","","","","","","","","","","","","","","","0","",""
"113.5","James Washington","PIT","6.1","3.3","2.4","0","6.7","","","2.6","8.9","18","6.4","17.3","19.1","5.3","10.8","6.6","0",""
"149.9","Emmanuel Sanders","SF","17.1","21.3","2","12.9","1.4","0.5","8.5","10.5","20.7","3.4","4.8","2","6.1","25.2","1.9","7.6","4",""
"187.9","Robert Woods","LA","12.6","5.2","7.3","22.9","7.3","7.6","11.1","5.2","","13","","12.7","23.7","22.2","3.7","16.3","17.1",""
"0.1","Quincy Enunwa","NYJ","0.1","","","","","","","","","","","","","","","","",""
"3.4","Ryan Grant","GB","3.1","0.3","","","","","","","","","","","","","","","",""
"1.2","Jamal Agnew","DET","","","","","","0.9","","","","","","","","","","0","0.3",""
"158.8","Jamison Crowder","NYJ","17.3","6","3.5","","2","12.8","4.6","3.9","18.3","16.6","16.1","2.8","1.8","4.5","24","8","16.6",""
"51.4","Josh Reynolds","LA","0","0","0","2.7","1.7","0","0","14.7","","6.4","6.5","1.8","5.9","2.9","4.6","4.2","0",""
"76.8","Preston Williams","MIA","9.9","8.3","8.8","6.6","","4.1","11.2","6.2","21.7","","","","","","","","",""
"0","Jaydon Mickens","TB","","","","","","","","","","","","","","","","","0",""
"29","Justin Hardy","ATL","6.1","0","1.1","0","1","0","2.9","3.3","","0","2.4","0","4.3","2.4","0","0","5.5",""
"178.7","John Brown","BUF","21.8","10.7","7.5","9.4","10","","16.8","7.9","9.6","10.2","30.2","10.9","4.1","4.1","13.4","12.1","",""
"69.6","Allen Hurns","MIA","2.7","1.8","1.1","","","2.6","6.8","7.7","2.6","4.2","7.3","12.2","4.8","9.3","1.4","5.1","",""
"109","Hunter Renfrow","OAK","2.3","5","4.3","2.8","1.7","","2.4","16.8","14.4","6.2","9.1","4.6","","","","20.2","19.2",""
"71.1","Marquez Valdes-Scantling","GB","7.2","3.4","18.9","6.2","2.3","6.7","20.3","0.9","0","0","","1.2","0","0","0","1.1","2.9",""
"231.1","Chris Godwin","TB","12.8","22.1","5.5","35.2","28","20.1","","6.3","10.4","10.4","12.2","33.9","7","12.6","14.6","","",""
"0","Juwann Winfree","DEN","","","0","","","","","0","","","","","","","","","",""
"13.5","Rashard Higgins","CLV","5.6","","","","","","","0.7","0","7.2","0","0","0","","","","",""
"24.1","Dontrelle Inman","IND","1","3.3","2.8","10.1","","","","","","","","","","","3.5","2.3","1.1",""
"186.8","Stefon Diggs","MIN","4.7","11.7","3","14.3","5.9","40","17.7","17.8","2.1","6.4","20.6","","7.2","12.2","10","13.2","",""
"0","Josh Malone","NYJ","","","","","","","","","","","","","","","","0","0",""
"67.3","Demaryius Thomas","NYJ","","0.4","","","6.7","8.2","5.7","8.8","2.9","11.4","6.4","3.2","3.8","9.8","","","",""
"194.2","Tyler Lockett","SEA","10.9","12.9","26.9","7.1","12.3","10.3","14.3","13","33.7","4.4","","4.3","0","6.3","22","1.7","14.1",""
"37","Isaiah Ford","MIA","","","","1.9","","0","0","","","","","","0","12.2","3.6","9.3","10",""
"27.9","J.J. Arcega-Whiteside","PHI","0","0.9","1.5","0","0","0","0","0","0","","3.4","5.3","8","3.9","0","4.9","0",""
"179.7","Michael Gallup","DAL","19.3","9.8","","","20.8","6.8","4.9","","10.3","15.6","19.3","7.5","7.8","13.9","1.1","12.3","30.3",""
"195.9","Jarvis Landry","CLV","9.7","4.7","7.7","20.7","9.5","5.1","","9","14.1","20.2","12.3","31.8","10.6","9.6","4.8","10.9","15.2",""
"83.5","Auden Tate","CIN","","1.1","11.8","7","10.1","11.6","8","9","","5.1","7.6","1.5","8.6","2.1","","","",""
"28.9","Laquon Treadwell","MIN","","","","0","0","2","0","0.6","7.3","1.5","0","","12.3","5.2","0","0","0",""
"5.3","Jordan Matthews","SF","","","","","","","0","","","","1.1","4.2","","","","","",""
"14.6","Brandon Zylstra","CAR","","","","","","0","","0","0","","","","","1.2","0","0.8","12.6",""
"0","Travis Fulgham","DET","","","","","","","","","","","","","","","0","0","0",""
"112.5","Sammy Watkins","KC","42.3","7.9","8.9","6.9","0","","","7","9.8","7.6","3.6","","0","7","6.4","3.8","1.3",""
"32","Damion Ratley","CLV","2.7","6","4.1","1.5","0","","","","","0","0","0","0","0","4.3","0","13.4",""
"141.9","Larry Fitzgerald","ARZ","21.3","12.9","12.1","7.2","8.8","9.9","1.7","1.8","5.8","11.1","12.2","","8.6","3.5","5.7","12.8","6.5",""
"3.7","Cam Sims","WAS","","","","","0","","","","","","0","","0","0","0","2","1.7",""
"66.7","Keelan Cole","JAX","0","0","0","2.4","0","0","6.7","8.2","10.5","","6.1","2.8","1.6","1.7","9.1","3.4","14.2",""
